address,antiphone,autonomous_status,bank_name,branches_summary,college_code,college_name,dist_from_hq,dist_from_railway,district,email,hostel_accommodation_available_boys,hostel_accommodation_available_girls,hostel_admission_fees,hostel_caution_deposit,hostel_electricity_charges,hostel_electricity_charges_boys,hostel_electricity_charges_girls,hostel_establishment_charges,hostel_max_transport_charges,hostel_mess_bill,hostel_mess_bill_boys,hostel_mess_bill_girls,hostel_min_transport_charges,hostel_permanent_or_rental,hostel_permanent_or_rental_boys,hostel_permanent_or_rental_girls,hostel_room_rent,hostel_room_rent_boys,hostel_room_rent_girls,hostel_transport_facilities,hostel_type_of_mess,hostel_type_of_mess_boys,hostel_type_of_mess_girls,minority_status,nearest_railway,note,phone_fax,pincode,principal_dean,taluk,website
,,,,,400,"4933   St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District 628102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,409,"4949   PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,410,"4952   C S I Institute of Technology, Thovalai, Kanyakumari District 629302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,411,"4953   CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,414,"2770   Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,418,"3460   Surya College of Engineering, Konalai, Tiruchirappalli District 621132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,422,"4966   PET Engineering College, Vallioor Post, Tirunelveli District 627117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,423,"1415   T S M Jain College of Technology, Melur Village, Kallakurichi District 606201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,424,"4968   Sardar Raja College of Engineering, Alangulam, Tenkasi District 627808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,425,"1420   Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,429,"4975   Dr. G U Pope College of Engineering, Sawyerpuram, Thoothukudi District 628251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,430,"1319   Thangavelu Engineering College, Karappakkam, Chennai 600097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,432,"4978   Udaya School of Engineering, Ammandivilai Post, Kanyakumari District 629204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,434,"4980   Einstein College of Engineering, Seethaparpanallur, Tirunelveli District 627012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,435,"1517   Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,438,"3820   Trichy Engineering College, Konalai, Tiruchirappalli District 621132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,439,"4989   PSN Engineering College, Melathediyoor, Tirunelveli District 627152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,440,"4992   Bethlahem Institute of Engineering, Karungal, Kanyakumari District 629157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,446,"1026   Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,449,"5532   Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai District 625122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,450,"5533   KIM Technical Campus, Keeranipatti, Thalakkuvur, Karaikudi, Sivagangai District",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,459,"5863   Architecture), RVS Nagar, Karur Road, N Paraipatti Post, Vedasandur Taluk,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,463,"2622   V S B Engineering College(Autonomous),Kovai Road, Karur District 639111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,464,"5910   P S N A Colllege of Engineering and Technology, Dindigul District 624622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,467,"5913   R V S College of Engineering, N Paraipatti Post, Dindigul District 624005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,468,"5914   Solamalai College of Engineering, Veerapanjan, Madurai District 625020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,469,"5915   SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,481,"2620   Sathinaickenpalayam, Elayampalayam Village, Kumaramangalam, Namakkal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,482,"5851   Veeramal Engineering College, PVP Nagar, K. Singrakottai, Dindigul-624708.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,483,"1398   Chennai Institute of Technology and Applied Research, Sarathy Nagar, Puduper,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"KAKUPPAM,",9843601796,No,BANK OF BARODA,CS(60); EC(60); IT(60),1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District",7,4,1013,ucev_auc@yahoo.com,Yes,Yes,1100,5000,,1100,1100,15000,0,,24000,24000,0,,Permanent,Permanent,,600,600,No,,Both,Both,No,VILLUPURAM JUNCTION,,9443268363,605103,DR R SENTHIL,VILLUPURAM,http://www.aucev.edu.in/index.html
"MELPAKKAM POST, TINDIVANAM.",9443596027,No,STATE BANK OF INDIA,CE(60); CS(60); EC(60),1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",40,5,1014,deantindivanam@annauniv.edu,Yes,Yes,500,5000,,600,600,15000,0,,3000,3000,0,,Permanent,Permanent,,600,600,No,,Both,Both,No,TINDIVANAM,,4147224477,604307,DR P THAMIZHAZHAGAN,TINDIVANAM,www.aucet.in
"DEAN, UNIVERSITY COLLEGE OF",9487227462,No,STATE BANK OF INDIA,EC(60); EE(60),1015,"University College of Engineering, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai District 632326",60,15,TIRUVANNAMALAI,uceadean@gmail.com,Yes,Yes,500,5000,,50,50,15000,0,,2000,2000,0,,Permanent,Permanent,,50,50,No,,Both,Both,No,ARNI ROAD JUNCTION,,4173244400,632326,DR R ARULARSAN,,https://www.aucearni.in/
"CHENNAI - BANGALORE HIGHWAY,",9487116703,No,STATE BANK OF INDIA,CS(60); EC(60); EE(60),1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District",4,2,KANCHIPURAM,ucekdean@gmail.com,Yes,Yes,500,5000,,600,600,7500,0,,2500,2500,0,,Permanent,Permanent,,600,600,No,,Both,Both,No,KANCHEEPURAM,,4427277220,631552,DR V KAVITHA,KANCHIPURAM,www.aucek.in
"""NIZARA EDUCATIONAL CAMPUS"",",9444765128,No,UNION BANK OF INDIA ANNA,CS(120); IT(60),1101,"Aalim Muhammed Salegh College of Engineering, Muthapudupet, Avadi IAF, Chennai 600055",20,1,TIRUVALLUR,principal@aalimec.ac.in,Yes,Yes,500,1000,,3000,3000,0,35100,,52000,52000,15100,,Permanent,Permanent,,15000,15000,Yes,,,,Yes,PATTABIRAM MILLITARY SIDING E,,9894260193,600055,DR S SATHISH,,www.aalimec.ac.in
"CTH ROAD, PRAKASH NAGAR,",9444366717,No,INDIAN OVERSEAS BANK,AE(60); CE(30); CS(120),1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",15,1,TIRUVALLUR,info@jec.ac.in,Yes,Yes,500,0,,500,500,0,32500,,3000,3000,20000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,Yes,NEMILICHERY JAYA,,9444366717,602024,DR G SANKARANARAYANAN,AVADI,www.jec.ac.in
"JAYAVEL NAGAR, KANCHIPADI POST",9944599103,No,INDIAN OVERSEAS BANK,CS(60); EC(30); EE(30),1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-TiruttaniNH Road, Thiruvallur District 631204",9,9,1107,lcrcet@gmail.com,Yes,Yes,0,0,,835,835,0,25000,,2500,2500,10000,,Permanent,Permanent,,1250,1250,Yes,,Both,Both,Yes,TIRUVALLUR,,9965426274,631204,DR W A AUGUSTEEN,TIRUTTANI TALUK,www.jitcollege.edu.in
POONAMALLEE TO TIRUVALLUR,8939908019,,STATE BANK OF INDIA,BT(60); CS(180),1110,"Prathyusha Engineering college, (Autonomous) Aranvoyalkuppam, Thiruvallur District 602025",11,8,TIRUVALLUR,principal@prathyusha.edu.in,Yes,Yes,1000,0,,1300,1300,5000,40000,,6000,6000,20000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,Yes,THIRUVALLUR,,8939908019,602025,DR B R RAMESH BAPU,,www.prathyusha.edu.in
"R.S.M NAGAR, KAVARAIPETTAI",9790670444,Yes,INDIAN OVERSEAS BANK,CS(240); EC(180); IT(60),1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",50,1,1112,principal@rmd.ac.in,Yes,Yes,0,5000,,1200,1200,11000,35400,,5100,5100,15400,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,Yes,KAVARAIPETTAI,,9790670444,601206,DR N ANBUCHEZHIAN,GUMMIDIPOONDI,www.rmd.ac.in
R.S.M. NAGAR KAVARAIPETTAI,9865707860,Yes,INDIAN OVERSEAS BANK,CE(30); CS(240); EE(60),1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",50,1,1113,principal@rmkec.ac.in,Yes,Yes,0,5000,,1200,1200,11000,35400,,5100,5100,15400,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,Yes,KAVARAIPETTAI,,4467906790,601206,DR K A MOHAMED JUNAID,GUMMIDIPOONDI,www.rmkec.ac.in
S.A.ENGINEERING,9962589616,Yes,INDIAN BANK,AD(120); EC(180),1114,"S A Engineering College (Autonomous), Thiruverkadu, Chennai 600077",23,7,TIRUVALLUR,principal@saec.ac.in,Yes,Yes,0,0,,500,500,0,33000,,4000,4000,19000,,Permanent,Permanent,,3000,3000,Yes,,Both,Both,Yes,AVADI,,9444001904,600077,DR S RAMACHANDRAN,POONAMALLEE,www.saec.ac.in
,,,,,1115,"Sri Ram Engineering College, Perumalpattu, Veppampattu (R S), Thiruvallur District 602 024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"THIRUPACHUR, THIRUVALLUR",9176745678,No,INDIAN BANK,CE(30); EC(60),1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",2,4,TIRUVALLUR,svcetthirupachur@gmail.com,Yes,Yes,1000,0,,0,0,0,25000,,3000,3000,10000,,Permanent,Permanent,,3000,3000,Yes,,Both,Both,Yes,THIRUVALLUR,,4427664444,631203,DR S PALANI ME PHD,THIRUVALLUR,www.sriventech.ac.in
"42 AVADI-ALAMATHI ROAD, VEL",9789037652,Yes,BANK OF BARODA,BM(60); CS(180); EC(120),1118,"Vel Tech Multi Tech Dr. Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",20,8,TIRUVALLUR,principal@veltechmultitech.org,Yes,Yes,5000,5000,,1000,1000,0,37000,,4000,4000,18000,,Permanent,Permanent,,3000,3000,Yes,,Both,Both,Yes,AVADI,,9789037652,600062,DR V RAJAMANI,AMBATTUR,www.veltechmultitech.org
"VELAMMAL NEW GEN PARK,",9655219999,Yes,INDIAN BANK PUZHAL,AU(30); CE(30),1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",48,6,TIRUVALLUR,principal@velammal.edu.in,Yes,Yes,8000,5000,,500,500,10000,41000,,4800,4800,41000,,Permanent,Permanent,,2200,2200,Yes,,Both,Both,No,AMBATTUR,,4426591842,600066,DR S SATISH KUMAR,,www.velammal.edu.in
KOLUNDHALUR,9750252121,No,FEDERAL,AD(60); CS(60); CE(30),1121,"Sri Venkateswara Institute of Science and Technology, Kozhundalur, Thiruvallur District 631203",3,4,,svis_tech@yahoo.com,Yes,Yes,500,0,,2000,2000,0,8500,,50000,50000,21000,,Permanent,Permanent,,10000,10000,Yes,,Both,Both,Yes,THIRUVALLUR,,4427660437,631203,DR A N ARUN,THIRUVALLUR,www.sverct.in
"NO 60, AVADI-VELTECH ROAD",9789037651,Yes,BANK OF BARODA,AD(120); AM(60); BT(60),1122,"Vel Tech High Tech Dr. Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",24,9,,principal@velhightech.com,Yes,Yes,5000,5000,,500,500,0,37000,,4000,4000,18000,,Permanent,Permanent,,3500,3500,Yes,,Both,Both,Yes,AVADI,,9789037651,600062,DR E KAMALANABAN,AVADI,https://www.velhightech.com
"80 FEET ROAD, EDAPALYAM,",9176419306,No,AXIS BANK,AE(30); AD(30); CS(30),1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",20,15,TIRUVALLUR,principal@gojaneducation.com,Yes,Yes,5000,0,,0,0,0,30000,,4000,4000,12000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,PERAMBUR,,7010723984,600052,DR C SELVA KUMAR,PONNERI,www.gojaneducation.tech
"82, PANAPAKKAM,",9941975790,No,INDIAN BANK TEYNAMPET,CS(30); AD(30),1124,"SAMS College of Engineering and Technology, Panappakkam, Chennai- Tirupathi Road, Uthukkottai Taluk, Thiruvallur District 601102",25,25,TIRUVALLUR,principal@samsengineering.org,Yes,Yes,1000,0,,600,600,6000,25000,,3000,3000,9000,,Permanent,Permanent,,1750,1750,Yes,,Both,Both,No,TIRUVALLUR RAILWAY STATION,,9176875133,601102,DR T P SURESH,1124,www.samsmarine.org
,,,,,1125,"PMR Engineering College,Adayalampattu, Chennai-600095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"90, USHAA GARDEN, KANNIGAIPAIR",9600057121,Yes,INDIAN BANK KANNIGAIPAIR,AD(60); BM(30),1126,"J.N.N Institute of Engineering(Autonomous), Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",40,18,TIRUVALLUR,ao@jnn.edu.in,Yes,Yes,0,5000,,1000,1000,0,35000,,3000,3000,9000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,Yes,PONNERI,,9600057121,601102,DR K GANESAN,,https://www.jnn.edu.in/
COLLEGE ROAD ST.PETERS COLLEGE,9444693784,No,INDIAN BANK,BT(60); CS(60),1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",25,1,TIRUVALLUR,spcet2008@gmail.com,Yes,Yes,0,0,,0,0,0,18500,,3950,3950,18500,,Permanent,Permanent,,2100,2100,Yes,,Both,Both,No,ANNANUR,,7358110159,600054,DR M CHINNAPANDIAN,,www.spcet.ac.in
RSM NAGAR PUDUVOYAL,9443980877,Yes,INDIAN OVERSEAS BANK,AD(120); CS(240); EC(120),1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",40,7,1128,principal@rmkcet.ac.in,Yes,Yes,0,5000,,1200,1200,11000,35400,,5100,5100,15400,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,Yes,KAVARAIPETTAI,,9443980877,601206,DR K RAMAR,GUMMIDIPOONDI,www.rmkcet.ac.in
"POONAMALLE BYE PASS ROAD,",7418356444,No,INDIAN OVERSEAS BANK,AR(30),1129,"Jaya School of Architecture, Poonamallee By-Pass Road, Poonamallee, Chennai 600 056",10,5,CHENNAI,jayaarchitecture@gmail.com,Yes,Yes,1000,5000,,250,250,1000,30000,,3500,3500,15000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,CHENNAI EGMORE,,7418356555,600056,SUDARKODI G A,CHENNAI,www.jayaarchitecture.com
,,,,,1130,"MARG Instiute of Design & Architecture Swarnabhoomi (MIDAS), Marg Swarnabhoomi, Velur Village, Cheyyur Post, Chengalpattu District 603302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
,,,,,1132,"Rajalakshmi School of Architecture, Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"33,GANDHI",9688966134,No,INDIAN OVERSEAS BANK,CE(30); EC(60),1133,"AnnaiVeilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048",20,2,CHENGALPATTU,mail4engcoll@gmail.com,Yes,Yes,0,0,,0,0,0,15000,,3000,3000,5000,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,PERUNGALATHUR,,9282144444,600127,DR P THIRUMURUGAN,,https://avce.annaiveilankannis.com
NIZARA EDUCATIONAL CAMPUS IAF,9600025027,No,PUNJAB NATIONAL BANK,AR(40),1135,"Aalim Muhammed Salegh Academy of Architecture, Muthapudupet, Avadi IAF, Chennai",20,1,TIRUVALLUR,director@amsarch.ac.in,Yes,Yes,500,1000,,3000,3000,0,35100,,52000,52000,15100,,Permanent,Permanent,,20000,20000,Yes,,,,Yes,PATTABIRAM MILITARY SIDING,,9600025027,600055,PROF V ARAVIND,AVADI,www.amsarch.ac.in
NH 46 CHENNAI BENGALURU,9443304963,No,CITY UNION BANK,AD(60); CE(30); CS(90),1137,"Annai Mira College of Engineering and Technology, Arcot Road, Arappakkam Village, WalajaTaulk, Ranipet District 632 517",12,10,RANIPET,amcet.rtet@gmail.com,Yes,Yes,1500,5000,,250,250,0,26000,,6000,6000,13000,,Permanent,Permanent,,1800,1800,Yes,,Both,Both,No,KATPADI,,4172292925,632517,DR T K GOPINATHAN,WALAJA,www.amcet.in
,,,,,1138,"Da Vinci School of Design and Architecture, Rajiv Gandhi Salai, Karapakkam, Chennai, Chengalpattu District 600097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"KUNNAM, SUNGUVARCHATRAM,",7401222007,No,ICICI BANK,CS(120); EC(60); ME(30),1140,"Jeppiaar Institute of Technology, kunnam Village, SriperumpudurTaulk, Kancheepuram District 631604",30,18,KANCHIPURAM,office@jeppiaarinstitute.org,Yes,Yes,0,0,,0,0,0,40000,,7900,7900,0,,Permanent,Permanent,,3300,3300,Yes,,Both,Both,Yes,WALAJABAD,,7401222002,631604,DR L M MERLIN LIVINGSTON,SRIPERUMBUDUR,www.jeppiaarinstitute.org
RVS NAGAR SETHILPAKKAM,9751808485,No,INDIAN BANK,,1144,"R V S Padmavathy School of Architecture, Senthil Pakkam Village, Roshanagaram Post, Madarapakkam Via, Gummidipoondi Taluk, Thiruvallur District 601202",35,18,TIRUVALLUR,rvspsoa@gmail.com,No,No,9500,0,,0,0,0,45000,,0,0,25000,,Permanent,Permanent,,0,0,Yes,,Veg,Veg,No,KAVARAPETAI,,9962895678,601202,M RAAJKUMAR,1144,https://rvschennai.edu.in/
,,,,,1145,"Anand School of Architecture, Old Mahalibalipuram Road (OMR), Kazhipattur, Chengalpattu District 603103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"RAJIV GANDHI SALAI (OMR), JYOTHI",9840131112,No,INDIAN BANK D B JAIN COLLEGE,AR(40),1146,"Thoraipakkam, Chengalpattu 600096",16,7,CHENNAI,mnmjsa@gmail.com,Yes,Yes,0,5000,,0,0,0,21000,,0,0,21000,,Permanent,Permanent,,60000,60000,Yes,,Veg,Veg,Yes,THIRUVANMIYUR MRTS,,4424960292,600097,AR N BHARATH,SHOLIGANALLUR,www.mnmjsa.ac.in
,,,,,1147,"MMES Academy of Architecture, C.Abdul Hakeem College Campus, Hakeem Nagar, Melvisharam, Ranipet District 632509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
OLD MAHABALIPURAM ROAD (OMR),9840009248,Yes,INDIAN BANK,CS(240); EC(180),1149,"Road (OMR), Chennai 600119",30,15,CHENGALPATTU,stjosephstechnology@stjosephstechnology.a,Yes,Yes,0,0,,0,0,0,50000,,9500,9500,0,,Permanent,Permanent,,5000,5000,Yes,,Both,Both,Yes,TAMBARAM,,4424503132,600119,DR P RAVICHANDRAN MTECH PHD,SHOLINGANALLUR,www.stjosephstechnology.ac.in
"51 N, ELAVUR, 58N, NATHAM,",6382279241,No,STATE BANK OF INDIA,BM(60); ME(60),1150,"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, Gummidipoondi Taluk, Thiruvallur District 601201",45,3,TIRUVALLUR,sjiet.tn@gmail.com,Yes,Yes,1000,5000,,350,350,1500,43000,,3150,3150,12000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,ELAVUR,,9442271941,601201,DR RAVIKUMAR,1150,www.sjiet.org
"NO 24, THUMBAKKAM, CHENNAI",8015722596,No,INDIAN BANK,AR(80),1152,"Chennai-Thirupathi Highway, Near Periyapalayam Amman Temple, Chennai 601102",28,32,TIRUVALLUR,director@caad.ac.in,Yes,Yes,5000,5000,,7500,7500,2500,60000,,50000,50000,30000,,Permanent,Permanent,,55000,55000,Yes,,Both,Both,Yes,CHENNAI CENTRAL,,9710930025,601102,VINODH VIJAYAKUMAR,UTHUKOTTAI,www.caad.ac.in
"PRINCIPAL, QUARTERS, DMICE",9444405820,No,UNION BANK OF INDIA,CS(120); EC(60),1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",25,25,KANCHIPURAM,principal@dmice.ac.in,Yes,Yes,500,0,,500,500,0,40000,,2500,2500,25000,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,Yes,GUINDY,,9444405820,600123,DR N AZHAGESAN B E M TECH PH D,,www.dmice.ac.in
"IRUNGATTUKOTTAI, OPP. HYUNDAI",9444411193,No,AXIS BANK LTD,AD(60); AM(30); BM(60),1207,"Kings Engineering College, Sriperumpudur Taluk, Kancheepuram District",30,30,KANCHIPURAM,principal@kingsedu.ac.in,Yes,Yes,0,0,,500,500,0,50000,,4500,4500,35000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,GUINDY,,9444047238,602117,DR JOHN ORAL BHASKAR T,SRIPERUMBUDUR,www.kingsedu.ac.in
THIMMASAMUTHIRAM,6379785519,No,UCO BANK,CE(60); EE(60); EC(120),1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District",5,3,1209,pce_kanchi@rediffmail.com,Yes,Yes,500,10000,,250,250,2000,5000,,4000,4000,20000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,KANCHIPURAM RAILWAY STATION,,9444224068,631502,DR S HARIKRISHNAN,KANCHIPURAM,https://www.pallavan.edu.in/about.php
"BANGALORE TRUNK ROAD,",9994156513,Yes,UCO BANK,CS(720); IT(420); EC(480),1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",20,20,TIRUVALLUR,info@panimalar.ac.in,Yes,Yes,0,0,,0,0,0,0,,3960,3960,0,,Permanent,Permanent,,3960,3960,Yes,,Both,Both,Yes,CHENNAI CENTRAL,,4426490404,600123,DR K MANI,TIRUVALLUR,www.panimalar.ac.in
"RAJALAKSHMI NAGAR, THANDALAM,",9445046807,Yes,INDIAN BANK,AD(180); AE(60); AL(180),1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",30,25,KANCHIPURAM,admin@rajalakshmi.edu.in,Yes,Yes,1000,0,,750,750,1000,60000,,4750,4750,60000,,Permanent,Permanent,,4500,4500,Yes,,Veg,Veg,Yes,GUINDY,,4467181111,602105,DR S N MURUGESAN,SRIPERUMBUDUR,www.rajalakshmi.edu.in
99A SRINIVASA STREET UDUMALPET,9498801377,No,CATHOLIC SYRIAN BANK,AU(30); BM(60); CS(30),1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",40,15,TIRUPPUR,principal@rgce.edu.in,Yes,Yes,50000,0,,0,0,0,25000,,1417,1417,6000,,Permanent,Permanent,,2750,2750,Yes,,Both,Both,Yes,THIRUVALLUR,,9444207399,642126,DR K SAMIDURAI,UDUMALPET,www.rgce.edu.in
"AGARMEL, NAZARATHPET,",9600983735,No,CITY UNION BANK,BM(60); CS(60); CB(60),1213,"S K R Engineering College, Poonamallee, Chennai 600123",20,20,TIRUVALLUR,admin@skrenggcollege.org,Yes,Yes,5000,5000,,5000,5000,1000,35000,,4000,4000,20000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,Yes,CENTRAL RAILWAY STATION,,9840666144,600123,DR G R SURESH,POONAMALLEE,www.skrec.in
SAVEETHA NAGAR THANDALAM,9841725345,Yes,INDIAN BANK,AG(30); BM(30); CE(30),1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",20,12,KANCHIPURAM,principal@saveetha.ac.in,Yes,Yes,1000,5000,,500,500,5000,45000,,5000,5000,42000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,AVADI,,4466726690,602105,DR N DURAIPANDIAN,SRIPERUMBUDUR,www.saveetha.ac.in
