collegeCode,collegeName,highestCutoff,competitiveBranch,cutoffYear,closingRank,programs,placementRate,medianSalary,averageSalary,highestSalary,placementYears,nirfEngineering,nirfYear,naacGrade,autonomous,hostelAvailable,facilities,website,evidenceConfidence,evidenceSourceCount,evidenceSources,missingFields,dataCoveragePercent
3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk, Pudukkottai District 622102",134.5,CS,2025,160960,8,88.46,320000,,,3,,,,false,true,Laboratories | Wi-Fi campus | Transport | Central library | Sports facilities | Cafeteria,www.mtcet.in,medium,2,https://www.mtcet.in/assets/img/AICTE/NIRF2026.pdf | https://www.mtcet.in/facilities.html,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman Koil (Via), Thanjavur District 613001",123,CS,2025,189385,5,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District 612503",119,ME,2025,198082,8,85,,540000,540000,1,,,,false,true,Sports facilities | Cafeteria | Auditorium | Medical facilities | Transport | Central library | Laboratories | Innovation centre,www.annaiengg.org,medium,4,https://www.annaiengg.org/top-recruiters.php | https://www.annaiengg.org/ | https://www.annaiengg.org/anti-ragging.php | https://www.annaiengg.org/infrastructure.php,medianSalary | nirfEngineering | naacGrade,77
3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk, Pudukkottai District 622303",147.5,CS,2025,125321,6,,,,,0,,,,false,true,,www.sbec.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101",99.5,IT,2025,229908,4,,,,,0,,,,false,true,,www.maietpdkt.org,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road, Thathanur, Udayarpalayam, Ariyalur District 621804",144.5,AG,2025,134762,8,,,,,0,,,,false,true,,https://mrcengg.org.in/,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
3860,"St. Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",127.5,AM,2025,178986,5,89.66,216900,,,3,,,,false,true,Central library | Innovation centre | Laboratories | Auditorium | Cafeteria,www.stannescet.ac.in,medium,2,https://www.stannescet.ac.in/media/files/SANCET-NIRF-2026.pdf | https://www.stannescet.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",158,CS,2025,95869,7,98.63,320000,,,3,,,,false,true,Laboratories | Gymnasium | Central library | Medical facilities | Cafeteria | Auditorium | Sports facilities,www.kingsengg.edu.in,medium,4,https://www.kingsengg.edu.in/pdf/main/NIRF-25-26.pdf | https://www.kingsengg.edu.in/infrastructure.html | https://www.kingsengg.edu.in/ | https://www.kingsengg.edu.in/hostel.html,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",160,CS,2025,90461,7,57.46,234000,,,4,,,A,false,true,Laboratories | Central library,www.mzcet.in,medium,3,https://www.mzcet.in/placement.html | https://www.mzcet.in/assets/nirf.pdf | https://www.mzcet.in/,averageSalary | highestSalary | nirfEngineering,77
3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District",148.5,IT,2025,122815,9,78.26,200000,,,3,,,,false,true,Central library | Transport | Laboratories | Medical facilities | Cafeteria,www.shanmuganathanengg.in,medium,3,https://snec.ac.in/assets/pdf/nirf1.pdf | https://snec.ac.in/ | https://snec.ac.in/facility.php,averageSalary | highestSalary | nirfEngineering | naacGrade,69
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District",132.5,CS,2025,166608,9,,,,,0,,,A,false,true,Central library | Laboratories | Cafeteria | Auditorium | Sports facilities,www.sec.ac.in,medium,1,https://www.sec.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
3923,"M N S K College of Engineering, Vallathirakkottai Post, Pudukkottai District",107,EC,2025,220316,1,,,,,0,,,,false,true,Laboratories | Wi-Fi campus | Transport | Central library | Sports facilities,www.mnsk.ac.in,medium,2,https://www.mnsk.ac.in/ | https://www.mnsk.ac.in/hostel.php,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
3926,"Chendhuran College of Engineering and Technology, Madurai Road, Lenavilakku, Pilivalam Post, Pudukkottai - 622 507",118,CS,2025,199956,7,,,,,0,,,,false,true,,www.chendhuran.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",184,CS,2025,25974,5,,,,,0,,,,false,true,,www.auttvl.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",178,CS,2025,41306,8,58.06,644166,,,3,,,,false,true,Central library | Cafeteria | Medical facilities,www.ucen.ac.in,medium,2,https://www.ucen.ac.in/docs/common/University%20College%20of%20Engineering%20Nagercoil20260316-2026.pdf | https://www.ucen.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008",177,CS,2025,43309,7,,,,,0,,,,false,true,Central library | Auditorium,www.annaunivtut.in,medium,1,http://www.annaunivtut.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 627358",128.5,CS,2025,176511,8,,,,,0,,,,false,true,Sports facilities | Auditorium | Laboratories | Transport | Central library,https://tec-edu.in/,medium,2,https://tec-edu.in/hostel-facilities | https://tec-edu.in/index,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4670,"Rohini College of Engineering & Technology, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",164.5,CS,2025,77834,9,88.24,250000,,,3,,,A,false,true,Central library | Gymnasium | Laboratories | Cafeteria | Medical facilities,www.rcet.org.in,medium,3,https://www.rcet.org.in/uploads/files/NIRF/Overall/NIRF%20OVERALL%202024-2025.pdf | https://www.rcet.org.in/ | https://www.rcet.org.in/naac-declaration,averageSalary | highestSalary | nirfEngineering,77
4672,"Stella Mary's College of Engineering, ArunthenganVilai, Azhikal Post, Kanyakumari District 629202",146.5,CS,2025,128849,6,92.98,219000,,,3,,,,false,true,Cafeteria | Laboratories | Central library,www.stellamaryscoe.edu.in,medium,2,https://smcoeerp-docs.s3.ap-south-1.amazonaws.com/websitedocs/naac/13/12454?response-content-type=application%2Fpdf&response-content-disposition=inline%3B%20filename%3D%22NIRF2026.pdf%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXMYLEXS5TA6ILDQG%2F20260720%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260720T151700Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=554ca7131957b0416c79ede22d4eca11b46944b3c600ea447f2c90fb57755c2d | https://www.stellamaryscoe.edu.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",136.5,AD,2025,155923,6,,,,,0,,,,false,true,Central library | Medical facilities | Cafeteria,www.unienggtech.com,medium,1,http://www.unienggtech.com/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4676,"RenganayagiVaratharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",153.5,AD,2025,109406,5,,,,,0,,,,false,true,Central library | Transport | Laboratories | Sports facilities | Auditorium,www.rvce.ac.in,medium,1,https://rvce.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4677,"Lourdes Mount College of Engineering and Technology, Marthandam-Karungal Road, Chundavilai, Mullanganavilai, Nattalam Post, Kanyakumari District",139.5,CS,2025,147887,5,,,,,0,,,,false,true,,www.lourdesmountcollege.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4678,"Ramco Institute of Technology, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar District 626117",171.5,CS,2025,58024,9,,,,,0,,,,false,true,,https://www.ritrjpm.ac.in/,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4680,"AAA College of Engineering and Technology, Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar District 626005",164.5,EC,2025,77286,8,,,,,0,,,A,false,true,Sports facilities | Auditorium | Gymnasium | Laboratories | Transport | Central library,aaaenggcoll.ac.in,medium,2,https://aaaenggcoll.ac.in/ | https://aaaenggcoll.ac.in/naac/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District 629101",114,AD,2025,207767,4,,,,,0,,,,false,true,Sports facilities | Cafeteria | Laboratories | Gymnasium | Central library | Transport,www.gscet.org,medium,2,https://gscet.org/facilities/ | https://gscet.org/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4747,S. Thangapazham College of Engineering and Technology,,,,,0,,,,,0,,,,false,,,,unknown,0,,highestCutoff | closingRank | programs | placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,8
4864,"V V College of Engineering, Arasoor Village, Idaichivilai Post, Santhakulam Taluk, Thoothukudi District 628656",155.5,CS,2025,102996,6,,,,,0,,,,false,true,,www.vvcoe.org,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4911,Sree Krishna College of Engineering and Technology - New Institution,,,,,0,,,,,0,,,,false,,,,unknown,0,,highestCutoff | closingRank | programs | placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,8
4917,"Sethu Institute of Technology (Autonomous), Kariapatti Post, Virudhunagar District 626115",164,CS,2025,79332,15,95.79,300000,,,3,,,A,true,true,Central library,www.sethu.ac.in,medium,2,https://sethu.ac.in/wp-content/uploads/2026/04/NIRF-25-Engineering-SIT.pdf | https://sethu.ac.in/,averageSalary | highestSalary | nirfEngineering,77
4925,"Sun College of Engineering and Technology, Ammandivilai& Post, Kanyakumari District - 629204",165,CH,2025,76121,7,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
4927,"Maria College of Engineering and Technology, AttoorPuliyamoodu Junction, Thiruvattar Post, Kanyakumari District 629177",150,ME,2025,118862,7,,,,,0,,,,false,true,,www.mariacollegeofengineering.org,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4928,"MAR Ephraem College of Engineering & Technology, Malankara Hills, Elavuvillai, Marthandam, Kanyakumari District 629171",144,CS,2025,135772,6,,,,,0,,,,false,true,,www.marephraem.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4929,"M E T Engineering College, Mogals Garden, Thovalai Village, Aralvaimozhi Town Panchayat, Thovalai, Kanyakumari District 629304",112.5,AD,2025,210860,3,,,,,0,,,,false,true,,https://metcolleges.in/,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District",145,CS,2025,132659,6,,,,,0,,,,false,true,Laboratories | Gymnasium | Central library | Cafeteria,www.gracecoe.org,medium,2,https://grace.edu.in/facility | https://grace.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4932,"Immanuel Arasar J.J. College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629165",163.5,IT,2025,80756,5,,,,,0,,,,false,true,,http://www.iajjce.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4933,"St. Mother Theresa Engineering College, Vagaikulam, Thoothukudi District",122.5,EE,2025,190126,5,,,,,0,,,,false,true,,www.mtecac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam, Thoothukudi District 628851",145.5,IT,2025,130758,7,100,,450000,450000,1,,,,false,true,Sports facilities | Cafeteria | Central library | Transport | Gymnasium | Innovation centre | Laboratories,www.holycrossengineeringcollege.com,medium,4,https://www.holycrossengineeringcollege.com/placement.php.html | https://www.holycrossengineeringcollege.com/ | https://www.holycrossengineeringcollege.com/campus-life.html | https://www.holycrossengineeringcollege.com/campus-initiatives.html,medianSalary | nirfEngineering | naacGrade,77
4938,"Sivaji College of Engineering and Technology, ManivillaPalulai Panchayat, Vilavancode, Kanyakumari District 629171",110.5,AG,2025,214956,3,,,,,0,,,,false,true,,https://sivajicollegeofengineering.com,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4941,"Unnamalai Institute of Technology, Ayyaneri, Kovilpatti, Thoothukudi District",136.5,CS,2025,155780,5,78.95,200000,,,2,,,,false,true,Central library | Gymnasium | Cafeteria | Sports facilities,www.uitkovilpatti.ac.in,medium,2,https://uitkovilpatti.ac.in/Files/NIRF.pdf | https://uitkovilpatti.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4943,"Satyam College of Engineering and Technology, Satyam Nagar, Aralvoimozhi, Kanyakumari-629301",114,CS,2025,207782,6,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District 629203",155.5,CS,2025,103194,5,75.86,350000,,,2,,,,false,true,Medical facilities | Cafeteria | Sports facilities | Laboratories | Central library,www.arunachalacollege.com,medium,4,https://www.arunachalacollege.com/pdf/nirf2025.pdf | https://www.arunachalacollege.com/hostel.php | https://www.arunachalacollege.com/ | https://www.arunachalacollege.com/infrastructure.php,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4946,"D M I Engineering College, Aralvaimozhi Village, Thovalai, Kanyakumari District",138,CS,2025,152191,6,,,,,0,,,,false,true,,www.dmiengg.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4949,"PSN Institute of Technology and Science,Melathediyoor, Tirunelveli-627 152",136,CS,2025,156557,9,,,,,0,,,,false,true,Central library | Gymnasium | Innovation centre | Laboratories,www.psnits.ac.in,medium,2,https://www.psnits.ac.in/ | https://www.psnits.ac.in/naac,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4952,"C S I Institute of Technology, Thovalai, Kanyakumari District 629302",140,CE,2025,145965,7,98,220000,,,4,,,,false,true,Cafeteria | Central library,www.csiit.ac.in,medium,3,https://www.csiit.ac.in/ | https://www.csiit.ac.in/wp-content/uploads/2026/05/NIRF-DCS-ENGINEERING-2026.pdf | https://www.csiit.ac.in/campus-life/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4953,"CAPE Institute of Technology, Levingipuram, Tirunelveli District 627114 CARE College of Engineering (Formerly C.A.R.E Group of Institutions),",113.5,EE,2025,209001,6,,,850000,850000,1,,,B,false,true,Auditorium | Central library | Laboratories,www.capeitech.org,medium,1,https://www.capeitech.org/,placementRate | medianSalary | nirfEngineering,77
4954,"Dr.SivanthiAditanar College of Engineering, Tiruchendur, Thoothukudi District",170.5,CS,2025,61028,7,,,,,0,,,,false,true,,www.drsacoe.org,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4955,"Francis Xavier Engineering College (Autonomous), Vannarpettai, Tirunelveli District 627003",174,CS,2025,51306,6,84.75,400000,,1300000,4,,,,true,true,Cafeteria | Auditorium | Medical facilities | Central library,www.francisxavier.ac.in,medium,5,https://www.francisxavier.ac.in/placements | https://francisxavier.ac.in/cs-content/uploads/nirf/2026/NIRF_OVERALL.pdf | https://www.francisxavier.ac.in/infrastructure | https://www.francisxavier.ac.in/life-campus | https://www.francisxavier.ac.in/,averageSalary | nirfEngineering | naacGrade,77
4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District-629301",92.5,IC,2025,235217,1,,,,,0,,,,false,true,Central library,jayamatha.org,medium,1,https://jayamatha.org/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4957,"JayarajAnnapackiam CSI College of Engineering, Nazareth, Thoothukudi District",142.5,CS,2025,140006,5,,,,,0,,,,false,true,Central library,www.jacsicoe.in,medium,1,https://www.jacsicoe.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4959,"Kamaraj College of Engineering and Technology (Autonomous), Virudhunagar District 626001",173,CS,2025,53633,9,,,2400000,350000,1,,,,true,true,Gymnasium | Wi-Fi campus | Laboratories | Transport | Central library | Sports facilities | Cafeteria | Auditorium | Medical facilities,www.kamarajengg.edu.in,medium,4,https://www.kamarajengg.edu.in/tdpc | https://www.kamarajengg.edu.in/infra | https://www.kamarajengg.edu.in/facilities | https://www.kamarajengg.edu.in/,placementRate | medianSalary | nirfEngineering | naacGrade,69
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi, Virudhunagar District 626005",185.5,CS,2025,23439,9,,,,,0,151-200,2025,A,true,true,Central library,www.mepcoeng.ac.in,high,2,https://www.nirfindia.org/Rankings/2025/EngineeringRanking200.html | https://www.mepcoeng.ac.in/,placementRate | medianSalary | averageSalary | highestSalary,69
4961,"Nellai College of Engineering (Formerly National College of Engineering), Maruthakulam Post, Tirunelveli District 627151",142,AD,2025,141630,7,,,,,0,,,,false,true,Transport | Central library | Laboratories | Cafeteria | Auditorium,www.nce.ac.in,medium,2,https://nce.ac.in/facilities/ | https://nce.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4962,"National Engineering College (Autonomous), Kovilpatti, Thoothukudi District",188,CS,2025,17036,7,,,,,0,201-300,2025,,true,true,Cafeteria | Innovation centre | Laboratories | Central library | Transport,https://nec.edu.in/,high,2,https://www.nirfindia.org/Rankings/2025/EngineeringRanking300.html | https://nec.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | naacGrade,62
4964,"PSN College of Engineering and Technology (Autonomous), Melathediyoor, Tirunelveli-627 152",145.5,CS,2025,131216,10,,,,,0,,,,true,true,Central library,www.psncet.ac.in,medium,1,https://psncet.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4965,"P S R Engineering College (Autonomous), Appayanaickenpatti, Sevalpatty, Virudhunagar District 626140",165,CS,2025,76176,9,,,,2700000,1,,,A,true,true,Innovation centre | Central library | Transport | Medical facilities | Cafeteria | Sports facilities,www.psr.edu.in,medium,1,https://psr.edu.in/,placementRate | medianSalary | averageSalary | nirfEngineering,69
4966,"PET Engineering College, Vallioor Post, Tirunelveli District 627117",148.5,AD,2025,123399,6,,,,,0,,,,false,true,Cafeteria | Central library | Laboratories,www.petengg.ac.in,medium,1,https://www.petengg.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4967,"S VeerasamyChettiar College of Engineering and Technology, Puliangudi Post, Tenkasi District 627855",118.5,EC,2025,198994,4,,,,,0,,,B,false,true,Cafeteria | Auditorium | Central library,www.svccollege.ac.in,medium,1,https://www.svccollege.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
4968,"Sardar Raja College of Engineering, Alangulam, Tenkasi District 627808",128,CS,2025,178152,6,,,,,0,,,,false,true,Cafeteria | Medical facilities | Central library,www.src.org.in,medium,1,https://src.org.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4969,"SCAD College of Engineering and Technology, Cheranmahadevi, Tirunelveli District 627414",137.5,EC,2025,152997,6,100,250000,,,2,,,,false,true,Cafeteria | Auditorium | Sports facilities | Central library,www.scadengineering.ac.in,medium,2,https://scadengineering.ac.in/wp-content/uploads/2025/02/SCAD-College-of-Engineering-and-Technology20250130-Overall.pdf | https://scadengineering.ac.in/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4970,"Sree Sowdambika College of Engineering, Aruppukkottai Taluk, Virudhunagar District 626134",146.5,CS,2025,128364,6,88.89,196000,,450000,4,,,,false,true,Sports facilities | Laboratories | Central library,www.sowdambikaengg.edu.in,medium,4,https://www.sowdambikaengg.edu.in/depts/patssce/index.html | https://www.sowdambikaengg.edu.in/NIRF26.pdf | https://www.sowdambikaengg.edu.in/depts/nacc/nacc.html | https://www.sowdambikaengg.edu.in/,averageSalary | nirfEngineering | naacGrade,77
4971,"St. Xavier's Catholic College of Engineering, (Autonomous) Chunkankadai, Nagercoil, Kanyakumari District 629807",177,CS,2025,43431,8,,,,,0,,,,true,true,,www.sxcce.edu.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4974,"Government College of Engineering, Tirunelveli District 627007",193,CS,2025,8250,7,80,340000,,,4,,,,false,true,Central library | Laboratories | Innovation centre | Cafeteria | Sports facilities,www.gcetly.ac.in,medium,4,https://www.gcetly.ac.in/ | https://www.gcetly.ac.in/nirf/nirf2026_engineering.pdf | https://www.gcetly.ac.in/accreditation.php | https://www.gcetly.ac.in/centralfacilities.php,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4975,"Dr. G U Pope College of Engineering, Sawyerpuram, Thoothukudi District",135,EC,2025,160288,5,,,,,0,,,,false,true,,https://www.drgupopeengg.org/,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4976,"Infant Jesus College of Engineering, Thoothukudi Highway (NH7/A), Thoothukudi District 628851",123.5,ME,2025,188352,7,,,,,0,,,,false,true,Sports facilities | Cafeteria | Central library | Transport | Laboratories,www.ijce.ac.in,medium,2,https://www.ijce.ac.in/ | https://www.ijce.ac.in/scope-at-ijce-other-facilities,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4977,"Narayanaguru College of Engineering, Manjalumoodu, Kanyakumari District",107.5,EE,2025,219612,7,,,,,0,,,B,false,true,Transport | Central library | Laboratories | Innovation centre | Cafeteria,www.ngce.ac.in,medium,2,https://www.ngce.ac.in/ | https://www.ngce.ac.in/facilities/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
4978,"Udaya School of Engineering, Ammandivilai Post, Kanyakumari District 629204",119.5,CS,2025,197491,10,,,,,0,,,,false,true,Central library | Sports facilities | Cafeteria,www.udayaschoolofengineering.com,medium,1,http://www.udayaschoolofengineering.com/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4980,"Einstein College of Engineering, Seethaparpanallur, Tirunelveli District 627012",149,AD,2025,122305,6,,,,,0,,,,false,true,,www.einsteincollege.ac.in,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,46
4981,"Ponjesly College of Engineering, Vettornimadam Post, Nagercoil, Kanyakumari District 629003",158.5,CS,2025,94597,8,,,,,0,,,,false,true,Cafeteria | Auditorium | Central library | Laboratories,www.ponjesly.ac.in,medium,2,https://www.ponjesly.ac.in/ | https://ponjesly.ac.in/NAAC/Website2025/CSE.html,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4982,"Vins Christian College of Engineering, Chunkankadai Post, Nagercoil, Kanyakumari District 629807",137.5,CE,2025,152701,7,46.3,240000,,,2,,,,false,true,Auditorium | Cafeteria | Central library | Innovation centre | Gymnasium,https://vinsengineeringcollege.org/,medium,2,https://vinsengineeringcollege.org/includes/documents/nirf.pdf | https://vinsengineeringcollege.org/,averageSalary | highestSalary | nirfEngineering | naacGrade,69
4983,"Lord Jegannath College of Engineering and Technology, Kumarapuram, Thoppur Post, Kanyakumari District 629402",117.5,RM,2025,201124,5,,,,,0,,,,false,true,Gymnasium | Laboratories | Innovation centre | Transport | Central library | Cafeteria | Auditorium | Medical facilities,www.ljcet.org,medium,3,https://www.ljcet.org/naac1.php | https://www.ljcet.org/facility.php | https://www.ljcet.org/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4984,"Marthandam College of Engineering & Technology, Kuttakuzhi, Veeyanoor Post, Kanyakumari District 629177",103,EE,2025,226239,6,,,,,0,,,,false,true,Central library | Cafeteria,www.macet.edu.in,medium,1,https://www.macet.edu.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4986,Noorul Islam College of Engineering and Technology,139.5,EC,2025,147724,5,,,,,0,,,,false,,,,unknown,0,,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | hostelAvailable | facilities | website,31
4989,"PSN Engineering College, Melathediyoor, Tirunelveli District 627152",143,AD,2025,138831,9,18.18,140000,,,3,,,,false,true,,www.psnec.ac.in,medium,1,https://www.psnec.ac.in/NIRF.pdf,averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,62
4992,"Bethlahem Institute of Engineering, Karungal, Kanyakumari District 629157",124.5,CS,2025,185796,8,,,,700000,1,,,,false,true,Medical facilities | Cafeteria | Central library | Laboratories,http://bethlahem.org/engineering/index.php,medium,1,http://bethlahem.org/engineering/frontend/web/index.php/main/index,placementRate | medianSalary | averageSalary | nirfEngineering | naacGrade,62
4993,"Loyola Institute of Technology and Science, Loyola Nagar, P B No.2, Thovalai, Kanyakumari District 629302",123,CS,2025,189120,9,81.55,170000,,460000,2,,,B,false,true,Central library | Innovation centre | Gymnasium | Cafeteria | Auditorium,www.lites.edu.in,medium,3,https://www.lites.edu.in/ | https://www.lites.edu.in/portal/nirf/LITES-IR-O-C-27087-NIRF-2024-OVERALL-REPORT.pdf | https://www.lites.edu.in/Academics/CampusDiscipline,averageSalary | nirfEngineering,85
4994,"J P College of Engineering, College Road, Ayakudy, Tenkasi Taluk, Tenkasi District 627852",139.5,CS,2025,148421,7,,,,,0,,,A,false,true,Wi-Fi campus | Laboratories | Central library,www.jpcoe.ac.in,medium,1,https://www.jpcoe.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering,62
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P Kumaralinapuram, Virudhunagar District 626005",128,EE,2025,177739,6,,,,,0,,,,false,true,Laboratories | Central library | Cafeteria,www.srividyaengg.ac.in,medium,1,https://www.srividyaengg.ac.in/,placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade,54
4998,"MahakaviBharathiyar College of Engineering and Technology, Vasudevanallur, Tenkasi District 627758",,,,,0,,,,,0,,,,false,true,,www.mbceat.in,unknown,0,,highestCutoff | closingRank | programs | placementRate | medianSalary | averageSalary | highestSalary | nirfEngineering | naacGrade | facilities,23
